Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
"Statement - s = s + ""@tlg.com""",Firefox 56.0,Hasta aqui generamos una cadena de formato tlg-fecha-hash@tlg.com\r\n,2017-10-26 11:17:07,2017-10-26 11:17:07,"0,002s",PASSED
Statement - mailGlobal = s,Firefox 56.0,,2017-10-26 11:17:07,2017-10-26 11:17:07,"0,093s",PASSED
Statement - mail = new com.kms.katalon.core.testobject.TestObject(mail),Firefox 56.0,Creamos un nuevo TestObject para el campo Email\r\n,2017-10-26 11:17:07,2017-10-26 11:17:07,"0,031s",PASSED
"Statement - mail.addProperty(""xpath"", EQUALS, ""//input[@id='userEmailField']"", true)",Firefox 56.0,Decimos que este testobject contiene la propiedad Xpath que nos interesa,2017-10-26 11:17:07,2017-10-26 11:17:07,"0,008s",PASSED
setText,Firefox 56.0,rellenamos  el test Obect\r\n,2017-10-26 11:17:07,2017-10-26 11:17:13,"6,510s",PASSED
Statement - Adreca1 = new com.kms.katalon.core.testobject.TestObject(Adreca1),Firefox 56.0,Creamos un nuevo TestObject para el campo Adreca test 1\r\n,2017-10-26 11:17:13,2017-10-26 11:17:13,"0,003s",PASSED
"Statement - Adreca1.addProperty(""xpath"", EQUALS, ""//input[@id='userAddress1Field']"", true)",Firefox 56.0,Decimos que este testobject contiene la propiedad Xpath que nos interesa,2017-10-26 11:17:13,2017-10-26 11:17:13,"0,002s",PASSED
setText,Firefox 56.0,rellenamos  el test Obect\r\n,2017-10-26 11:17:14,2017-10-26 11:17:14,"0,675s",PASSED
Statement - Adreca2 = new com.kms.katalon.core.testobject.TestObject(Adreca2),Firefox 56.0,Creamos un nuevo TestObject para el campo Adreca test 2\r\n,2017-10-26 11:17:14,2017-10-26 11:17:14,"0,003s",PASSED
"Statement - Adreca2.addProperty(""xpath"", EQUALS, ""//input[@id='userAddress2Field']"", true)",Firefox 56.0,Decimos que este testobject contiene la propiedad Xpath que nos interesa,2017-10-26 11:17:14,2017-10-26 11:17:14,"0,005s",PASSED
setText,Firefox 56.0,rellenamos  el test Obect\r\n,2017-10-26 11:17:14,2017-10-26 11:17:15,"0,719s",PASSED
Statement - Compania = new com.kms.katalon.core.testobject.TestObject(Compania),Firefox 56.0,Creamos un nuevo TestObject para el campo Compania\r\n,2017-10-26 11:17:15,2017-10-26 11:17:15,"0,002s",PASSED
"Statement - Compania.addProperty(""xpath"", EQUALS, ""//input[@id='userCompanyField']"", true)",Firefox 56.0,Decimos que este testobject contiene la propiedad Xpath que nos interesa,2017-10-26 11:17:15,2017-10-26 11:17:15,"0,003s",PASSED
setText,Firefox 56.0,rellenamos  el test Obect\r\n,2017-10-26 11:17:15,2017-10-26 11:17:16,"0,703s",PASSED
Statement - Name = new com.kms.katalon.core.testobject.TestObject(Name),Firefox 56.0,Creamos un nuevo TestObject para el campo Name\r\n,2017-10-26 11:17:16,2017-10-26 11:17:16,"0,002s",PASSED
"Statement - Name.addProperty(""xpath"", EQUALS, ""//input[@id='userFirstNameField']"", true)",Firefox 56.0,Decimos que este testobject contiene la propiedad Xpath que nos interesa,2017-10-26 11:17:16,2017-10-26 11:17:16,"0,002s",PASSED
setText,Firefox 56.0,rellenamos  el test Obect\r\n,2017-10-26 11:17:16,2017-10-26 11:17:16,"0,673s",PASSED
Statement - Apellido = new com.kms.katalon.core.testobject.TestObject(Apellido),Firefox 56.0,Creamos un nuevo TestObject para el campo Apellido\r\n,2017-10-26 11:17:16,2017-10-26 11:17:16,"0,002s",PASSED
"Statement - Apellido.addProperty(""xpath"", EQUALS, ""//input[@id='userLastNameField']"", true)",Firefox 56.0,Decimos que este testobject contiene la propiedad Xpath que nos interesa,2017-10-26 11:17:16,2017-10-26 11:17:16,"0,001s",PASSED
setText,Firefox 56.0,rellenamos  el test Obect\r\n,2017-10-26 11:17:16,2017-10-26 11:17:17,"0,587s",PASSED
Statement - Pass = new com.kms.katalon.core.testobject.TestObject(Pass),Firefox 56.0,Creamos un nuevo TestObject para el campo password\r\n,2017-10-26 11:17:17,2017-10-26 11:17:17,"0,000s",PASSED
"Statement - Pass.addProperty(""xpath"", EQUALS, ""//input[@id='userPasswordField']"", true)",Firefox 56.0,Decimos que este testobject contiene la propiedad Xpath que nos interesa,2017-10-26 11:17:17,2017-10-26 11:17:17,"0,003s",PASSED
setText,Firefox 56.0,rellenamos  el test Obect\r\n,2017-10-26 11:17:17,2017-10-26 11:17:17,"0,534s",PASSED
Statement - CPass = new com.kms.katalon.core.testobject.TestObject(CPass),Firefox 56.0,Creamos un nuevo TestObject para el campo Confirma Password\r\n,2017-10-26 11:17:17,2017-10-26 11:17:17,"0,002s",PASSED
"Statement - CPass.addProperty(""xpath"", EQUALS, ""//input[@id='userRetypePasswordField']"", true)",Firefox 56.0,Decimos que este testobject contiene la propiedad Xpath que nos interesa,2017-10-26 11:17:17,2017-10-26 11:17:17,"0,002s",PASSED
setText,Firefox 56.0,rellenamos  el test Obect\r\n,2017-10-26 11:17:17,2017-10-26 11:17:18,"0,553s",PASSED
Statement - Phone = new com.kms.katalon.core.testobject.TestObject(Phone),Firefox 56.0,Creamos un nuevo TestObject para el campo Phone\r\n,2017-10-26 11:17:18,2017-10-26 11:17:18,"0,000s",PASSED
"Statement - Phone.addProperty(""xpath"", EQUALS, ""//input[@id='userPhoneField']"", true)",Firefox 56.0,Decimos que este testobject contiene la propiedad Xpath que nos interesa,2017-10-26 11:17:18,2017-10-26 11:17:18,"0,001s",PASSED
setText,Firefox 56.0,rellenamos  el test Obect\r\n,2017-10-26 11:17:18,2017-10-26 11:17:19,"0,535s",PASSED
Statement - TermsOfUse = new com.kms.katalon.core.testobject.TestObject(TermsOfUse),Firefox 56.0,Creamos un nuevo TestObject para el checkbox de Politicas y terminos de Uso\r\n,2017-10-26 11:17:19,2017-10-26 11:17:19,"0,002s",PASSED
"Statement - TermsOfUse.addProperty(""xpath"", EQUALS, ""//input[@type='checkbox'][@class='validate-required-check'][ancestor::form[@id='userForm']]"", true)",Firefox 56.0,Decimos que este testobject contiene la propiedad Xpath que nos interesa,2017-10-26 11:17:19,2017-10-26 11:17:19,"0,001s",PASSED
check,Firefox 56.0,checkeamos  el test Obect\r\n,2017-10-26 11:17:19,2017-10-26 11:17:20,"1,106s",PASSED
Statement - Country1 = new com.kms.katalon.core.testobject.TestObject(Country1),Firefox 56.0,Creamos un nuevo TestObject para el input 1 de Country\r\n,2017-10-26 11:17:20,2017-10-26 11:17:20,"0,001s",PASSED
"Statement - Country1.addProperty(""xpath"", EQUALS, ""//select[@id='userCountryField']"", true)",Firefox 56.0,Decimos que este testobject contiene la propiedad Xpath que nos interesa,2017-10-26 11:17:20,2017-10-26 11:17:20,"0,001s",PASSED
selectOptionByLabel,Firefox 56.0,Seleccionamos la opcion por valor  el test Obect\r\n,2017-10-26 11:17:20,2017-10-26 11:17:20,"0,840s",PASSED
Statement - Country2 = new com.kms.katalon.core.testobject.TestObject(Country2),Firefox 56.0,Creamos un nuevo TestObject para el input 2 de Country\r\n,2017-10-26 11:17:20,2017-10-26 11:17:20,"0,001s",PASSED
"Statement - Country2.addProperty(""xpath"", EQUALS, ""//div[contains(@class, 'countriesSelector')]/select"", true)",Firefox 56.0,Decimos que este testobject contiene la propiedad Xpath que nos interesa,2017-10-26 11:17:20,2017-10-26 11:17:20,"0,001s",PASSED
selectOptionByLabel,Firefox 56.0,Seleccionamos la opcion por valor  el test Obect\r\n,2017-10-26 11:17:20,2017-10-26 11:17:22,"1,105s",PASSED
Statement - TercerArea = new com.kms.katalon.core.testobject.TestObject(TercerArea),Firefox 56.0,Creamos un nuevo TestObject\r\n,2017-10-26 11:17:22,2017-10-26 11:17:22,"0,005s",PASSED
"Statement - TercerArea.addProperty(""xpath"", EQUALS, ""//div[contains(@class, 'countriesSelector')]/div/select"", true)",Firefox 56.0,Decimos que este tebobject contiene la propiedad Xpath que nos interesa,2017-10-26 11:17:22,2017-10-26 11:17:22,"0,001s",PASSED
selectOptionByLabel,Firefox 56.0,Seleccionamos el valor deseado\r\n,2017-10-26 11:17:22,2017-10-26 11:17:23,"1,714s",PASSED
Statement - CuartaArea = new com.kms.katalon.core.testobject.TestObject(CuartaArea),Firefox 56.0,Se repite Hasta...,2017-10-26 11:17:23,2017-10-26 11:17:23,"0,007s",PASSED
"Statement - CuartaArea.addProperty(""xpath"", EQUALS, ""//div[contains(@class, 'countriesSelector')]/div/div/select"", true)",Firefox 56.0,,2017-10-26 11:17:23,2017-10-26 11:17:23,"0,003s",PASSED
selectOptionByLabel,Firefox 56.0,,2017-10-26 11:17:23,2017-10-26 11:17:25,"1,926s",PASSED
Statement - QuintaArea = new com.kms.katalon.core.testobject.TestObject(QuintaArea),Firefox 56.0,,2017-10-26 11:17:25,2017-10-26 11:17:25,"0,001s",PASSED
"Statement - QuintaArea.addProperty(""xpath"", EQUALS, ""//div[contains(@class, 'countriesSelector')]/div/div/div/select"", true)",Firefox 56.0,,2017-10-26 11:17:25,2017-10-26 11:17:25,"0,002s",PASSED
selectOptionByLabel,Firefox 56.0,Aqui!,2017-10-26 11:17:25,2017-10-26 11:17:28,"2,385s",PASSED
Statement - Acabar = new com.kms.katalon.core.testobject.TestObject(Acabar),Firefox 56.0,Creamos un nuevo TestObject para el boton de acabado\r\n,2017-10-26 11:17:28,2017-10-26 11:17:28,"0,002s",PASSED
"Statement - Acabar.addProperty(""xpath"", EQUALS, ""//input[@id='saveUserButton']"", true)",Firefox 56.0,Decimos que este testobject contiene la propiedad Xpath que nos interesa,2017-10-26 11:17:28,2017-10-26 11:17:28,"0,001s",PASSED
click,Firefox 56.0,clickamos en el test Obect\r\n,2017-10-26 11:17:28,2017-10-26 11:17:29,"1,289s",PASSED
closeBrowser,Firefox 56.0,,2017-10-26 11:17:29,2017-10-26 11:17:30,"1,425s",PASSED
,,,,,,
Test Cases/login,Firefox 56.0,,2017-10-26 11:17:30,2017-10-26 11:18:17,"46,709s",PASSED
openBrowser,Firefox 56.0,,2017-10-26 11:17:31,2017-10-26 11:17:52,"20,988s",PASSED
Statement - SignIn = new com.kms.katalon.core.testobject.TestObject(SignIn),Firefox 56.0,Creamos un nuevo TestObject para el boton Sign IN Account\r\n,2017-10-26 11:17:52,2017-10-26 11:17:52,"0,002s",PASSED
"Statement - SignIn.addProperty(""xpath"", EQUALS, ""//a[contains(@href,'/user')][@title='Sign In']"", true)",Firefox 56.0,Decimos que este testobject contiene la propiedad Xpath que nos interesa,2017-10-26 11:17:52,2017-10-26 11:17:52,"0,002s",PASSED
click,Firefox 56.0,clickamos en el test Obect\r\n,2017-10-26 11:17:52,2017-10-26 11:17:54,"1,293s",PASSED
Statement - mail = new com.kms.katalon.core.testobject.TestObject(mail),Firefox 56.0,Creamos un nuevo TestObject para el input Email en la pagina de login\r\n,2017-10-26 11:17:54,2017-10-26 11:17:54,"0,001s",PASSED
"Statement - mail.addProperty(""xpath"", EQUALS, ""//input[@id='smallLoginEmailField']"", true)",Firefox 56.0,Decimos que este testobject contiene la propiedad Xpath que nos interesa,2017-10-26 11:17:54,2017-10-26 11:17:54,"0,001s",PASSED
setText,Firefox 56.0,rellenamos en el test Obect email con la variable global mailGlobal\r\n,2017-10-26 11:17:54,2017-10-26 11:18:00,"6,454s",PASSED
Statement - Pass = new com.kms.katalon.core.testobject.TestObject(Pass),Firefox 56.0,Creamos un nuevo TestObject para el input Password en la pagina de login\r\n,2017-10-26 11:18:00,2017-10-26 11:18:00,"0,003s",PASSED
"Statement - Pass.addProperty(""xpath"", EQUALS, ""//input[@id='smallLoginPasswordField']"", true)",Firefox 56.0,Decimos que este testobject contiene la propiedad Xpath que nos interesa,2017-10-26 11:18:00,2017-10-26 11:18:00,"0,002s",PASSED
setText,Firefox 56.0,rellenamos en el test Obect pass con el pass que solemos usar: pass1\r\n,2017-10-26 11:18:00,2017-10-26 11:18:01,"0,480s",PASSED
Statement - Enter = new com.kms.katalon.core.testobject.TestObject(Enter),Firefox 56.0,Creamos un nuevo TestObject para el boton de Enter login\r\n,2017-10-26 11:18:01,2017-10-26 11:18:01,"0,001s",PASSED
"Statement - Enter.addProperty(""xpath"", EQUALS, ""//input[@id='smallLoginSubmit']"", true)",Firefox 56.0,Decimos que este testobject contiene la propiedad Xpath que nos interesa,2017-10-26 11:18:01,2017-10-26 11:18:01,"0,003s",PASSED
click,Firefox 56.0,clickamos en el testObject \r\n,2017-10-26 11:18:01,2017-10-26 11:18:02,"0,813s",PASSED
Statement - MyOrders = new com.kms.katalon.core.testobject.TestObject(MyOrders),Firefox 56.0,Creamos un nuevo TestObject para el link de MyOrders login\r\n,2017-10-26 11:18:02,2017-10-26 11:18:02,"0,001s",PASSED
"Statement - MyOrders.addProperty(""xpath"", EQUALS, ""//a[@class='userPanelLink userPanelOrdersLink'][@href='/user/orders']"", true)",Firefox 56.0,Decimos que este testobject contiene la propiedad Xpath que nos interesa,2017-10-26 11:18:02,2017-10-26 11:18:02,"0,002s",PASSED
click,Firefox 56.0,clickamos en el testObject \r\n,2017-10-26 11:18:02,2017-10-26 11:18:10,"8,233s",PASSED
Statement - miUrl = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getUrl(),Firefox 56.0,Guardamos la url donde se encunetra el navegador en la variable miUrl,2017-10-26 11:18:10,2017-10-26 11:18:16,"6,449s",PASSED
verifyMatch,Firefox 56.0,Comprovamos que el valor de miUrl es el esperado,2017-10-26 11:18:16,2017-10-26 11:18:16,"0,130s",PASSED
closeBrowser,Firefox 56.0,,2017-10-26 11:18:16,2017-10-26 11:18:17,"0,812s",PASSED
,,,,,,
Test Cases/logout,Firefox 56.0,,2017-10-26 11:18:17,2017-10-26 11:19:02,"44,550s",PASSED
openBrowser,Firefox 56.0,,2017-10-26 11:18:18,2017-10-26 11:18:39,"20,881s",PASSED
Statement - SignIn = new com.kms.katalon.core.testobject.TestObject(SignIn),Firefox 56.0,Creamos un nuevo TestObject para el boton Create Account\r\n,2017-10-26 11:18:39,2017-10-26 11:18:39,"0,003s",PASSED
"Statement - SignIn.addProperty(""xpath"", EQUALS, ""//a[contains(@href,'/user')][@title='Sign In']"", true)",Firefox 56.0,Decimos que este testobject contiene la propiedad Xpath que nos interesa,2017-10-26 11:18:39,2017-10-26 11:18:39,"0,002s",PASSED
click,Firefox 56.0,clickamos en el test Obect\r\n,2017-10-26 11:18:39,2017-10-26 11:18:40,"0,812s",PASSED
Statement - mail = new com.kms.katalon.core.testobject.TestObject(mail),Firefox 56.0,Creamos un nuevo TestObject para el input Email en la pagina de login\r\n,2017-10-26 11:18:40,2017-10-26 11:18:40,"0,001s",PASSED
"Statement - mail.addProperty(""xpath"", EQUALS, ""//input[@id='smallLoginEmailField']"", true)",Firefox 56.0,Decimos que este testobject contiene la propiedad Xpath que nos interesa,2017-10-26 11:18:40,2017-10-26 11:18:40,"0,001s",PASSED
setText,Firefox 56.0,rellenamos en el test Obect email con la variable global mailGlobal\r\n,2017-10-26 11:18:40,2017-10-26 11:18:47,"7,089s",PASSED
Statement - Pass = new com.kms.katalon.core.testobject.TestObject(Pass),Firefox 56.0,Creamos un nuevo TestObject para el input Password en la pagina de login\r\n,2017-10-26 11:18:47,2017-10-26 11:18:47,"0,002s",PASSED
"Statement - Pass.addProperty(""xpath"", EQUALS, ""//input[@id='smallLoginPasswordField']"", true)",Firefox 56.0,Decimos que este testobject contiene la propiedad Xpath que nos interesa,2017-10-26 11:18:47,2017-10-26 11:18:47,"0,002s",PASSED
setText,Firefox 56.0,rellenamos en el test Obect pass con el pass que solemos usar: pass1\r\n,2017-10-26 11:18:47,2017-10-26 11:18:48,"0,905s",PASSED
Statement - Enter = new com.kms.katalon.core.testobject.TestObject(Enter),Firefox 56.0,Creamos un nuevo TestObject para el boton de Enter login\r\n,2017-10-26 11:18:48,2017-10-26 11:18:48,"0,002s",PASSED
"Statement - Enter.addProperty(""xpath"", EQUALS, ""//input[@id='smallLoginSubmit']"", true)",Firefox 56.0,Decimos que este testobject contiene la propiedad Xpath que nos interesa,2017-10-26 11:18:48,2017-10-26 11:18:48,"0,001s",PASSED
click,Firefox 56.0,clickamos en el testObject \r\n,2017-10-26 11:18:48,2017-10-26 11:18:49,"0,850s",PASSED
Statement - LogOut = new com.kms.katalon.core.testobject.TestObject(LogOut),Firefox 56.0,Creamos un nuevo TestObject para el link de LogOut login\r\n,2017-10-26 11:18:49,2017-10-26 11:18:49,"0,001s",PASSED
"Statement - LogOut.addProperty(""xpath"", EQUALS, ""//a[@class='userPanelLink userPanelLogoutLink'][@href='/logout']"", true)",Firefox 56.0,Decimos que este testobject contiene la propiedad Xpath que nos interesa,2017-10-26 11:18:49,2017-10-26 11:18:49,"0,001s",PASSED
click,Firefox 56.0,clickamos en el testObject \r\n,2017-10-26 11:18:49,2017-10-26 11:18:55,"6,882s",PASSED
Statement - miUrl = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getUrl(),Firefox 56.0,Guardamos la url donde se encunetra el navegador en la variable miUrl,2017-10-26 11:18:55,2017-10-26 11:19:01,"5,393s",PASSED
verifyMatch,Firefox 56.0,Comprovamos que el valor de miUrl es el esperado,2017-10-26 11:19:01,2017-10-26 11:19:01,"0,004s",PASSED
closeBrowser,Firefox 56.0,,2017-10-26 11:19:01,2017-10-26 11:19:02,"0,927s",PASSED
,,,,,,
Test Cases/Delete,Firefox 56.0,,2017-10-26 11:19:02,2017-10-26 11:19:55,"53,477s",PASSED
openBrowser,Firefox 56.0,,2017-10-26 11:19:03,2017-10-26 11:19:23,"20,361s",PASSED
Statement - SignIn = new com.kms.katalon.core.testobject.TestObject(SignIn),Firefox 56.0,Creamos un nuevo TestObject para el boton Create Account\r\n,2017-10-26 11:19:23,2017-10-26 11:19:23,"0,002s",PASSED
"Statement - SignIn.addProperty(""xpath"", EQUALS, ""//a[contains(@href,'/user')][@title='Sign In']"", true)",Firefox 56.0,Decimos que este testobject contiene la propiedad Xpath que nos interesa,2017-10-26 11:19:23,2017-10-26 11:19:23,"0,001s",PASSED
click,Firefox 56.0,clickamos en el test Obect\r\n,2017-10-26 11:19:23,2017-10-26 11:19:24,"1,162s",PASSED
Statement - mail = new com.kms.katalon.core.testobject.TestObject(mail),Firefox 56.0,Creamos un nuevo TestObject para el input Email en la pagina de login\r\n,2017-10-26 11:19:24,2017-10-26 11:19:24,"0,000s",PASSED
"Statement - mail.addProperty(""xpath"", EQUALS, ""//input[@id='smallLoginEmailField']"", true)",Firefox 56.0,Decimos que este testobject contiene la propiedad Xpath que nos interesa,2017-10-26 11:19:24,2017-10-26 11:19:24,"0,006s",PASSED
setText,Firefox 56.0,rellenamos en el test Obect email con la variable global mailGlobal\r\n,2017-10-26 11:19:24,2017-10-26 11:19:31,"6,804s",PASSED
Statement - Pass = new com.kms.katalon.core.testobject.TestObject(Pass),Firefox 56.0,Creamos un nuevo TestObject para el input Password en la pagina de login\r\n,2017-10-26 11:19:31,2017-10-26 11:19:31,"0,001s",PASSED
"Statement - Pass.addProperty(""xpath"", EQUALS, ""//input[@id='smallLoginPasswordField']"", true)",Firefox 56.0,Decimos que este testobject contiene la propiedad Xpath que nos interesa,2017-10-26 11:19:31,2017-10-26 11:19:31,"0,002s",PASSED
setText,Firefox 56.0,rellenamos en el test Obect pass con el pass que solemos usar: pass1\r\n,2017-10-26 11:19:31,2017-10-26 11:19:33,"1,627s",PASSED
Statement - Enter = new com.kms.katalon.core.testobject.TestObject(Enter),Firefox 56.0,Creamos un nuevo TestObject para el boton de Enter login\r\n,2017-10-26 11:19:33,2017-10-26 11:19:33,"0,001s",PASSED
"Statement - Enter.addProperty(""xpath"", EQUALS, ""//input[@id='smallLoginSubmit']"", true)",Firefox 56.0,Decimos que este testobject contiene la propiedad Xpath que nos interesa,2017-10-26 11:19:33,2017-10-26 11:19:33,"0,000s",PASSED
click,Firefox 56.0,clickamos en el testObject \r\n,2017-10-26 11:19:33,2017-10-26 11:19:34,"0,749s",PASSED
Statement - Delete = new com.kms.katalon.core.testobject.TestObject(Delete),Firefox 56.0,Creamos un nuevo TestObject para el link de Delete Account login\r\n,2017-10-26 11:19:34,2017-10-26 11:19:34,"0,001s",PASSED
"Statement - Delete.addProperty(""xpath"", EQUALS, ""//a[@class='userPanelLink userPanelDeleteAccountLink'][@href='/user/deleteAccount']"", true)",Firefox 56.0,Decimos que este testobject contiene la propiedad Xpath que nos interesa,2017-10-26 11:19:34,2017-10-26 11:19:34,"0,001s",PASSED
click,Firefox 56.0,clickamos en el testObject \r\n,2017-10-26 11:19:34,2017-10-26 11:19:41,"7,301s",PASSED
Statement - Pass = new com.kms.katalon.core.testobject.TestObject(Pass),Firefox 56.0,Creamos un nuevo TestObject para el campo password \r\n,2017-10-26 11:19:41,2017-10-26 11:19:41,"0,002s",PASSED
"Statement - Pass.addProperty(""xpath"", EQUALS, ""//input[@type='password'][@class='form-control formField deleteAccountField required']"", true)",Firefox 56.0,Decimos que este testobject contiene la propiedad Xpath que nos interesa,2017-10-26 11:19:41,2017-10-26 11:19:41,"0,002s",PASSED
setText,Firefox 56.0,rellenamos  el test con la pass habitual: pass1 Obect\r\n,2017-10-26 11:19:41,2017-10-26 11:19:47,"6,306s",PASSED
Statement - BtnDelete = new com.kms.katalon.core.testobject.TestObject(BtnDelete),Firefox 56.0,Creamos un nuevo TestObject para el Boton de confirmacion de eliminacion \r\n,2017-10-26 11:19:47,2017-10-26 11:19:47,"0,000s",PASSED
"Statement - BtnDelete.addProperty(""xpath"", EQUALS, ""//input[@id='deleteAccountSubmit']"", true)",Firefox 56.0,Decimos que este testobject contiene la propiedad Xpath que nos interesa,2017-10-26 11:19:47,2017-10-26 11:19:47,"0,001s",PASSED
click,Firefox 56.0,Clickamos  el test Obect\r\n,2017-10-26 11:19:47,2017-10-26 11:19:48,"0,578s",PASSED
delay,Firefox 56.0,,2017-10-26 11:19:48,2017-10-26 11:19:51,"3,041s",PASSED
Statement - miUrl = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getUrl(),Firefox 56.0,Guardamos la url donde se encunetra el navegador en la variable miUrl,2017-10-26 11:19:51,2017-10-26 11:19:55,"4,497s",PASSED
verifyMatch,Firefox 56.0,Comprovamos que el valor de miUrl es el esperado,2017-10-26 11:19:55,2017-10-26 11:19:55,"0,003s",PASSED
