Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Statement - mailGlobal = s,Firefox 56.0,,2017-10-26 10:34:23,2017-10-26 10:34:23,"0,084s",PASSED
Statement - mail = new com.kms.katalon.core.testobject.TestObject(mail),Firefox 56.0,Creamos un nuevo TestObject para el campo Email\r\n,2017-10-26 10:34:23,2017-10-26 10:34:23,"0,001s",PASSED
"Statement - mail.addProperty(""xpath"", EQUALS, ""//input[@id='userEmailField']"", true)",Firefox 56.0,Decimos que este testobject contiene la propiedad Xpath que nos interesa,2017-10-26 10:34:23,2017-10-26 10:34:23,"0,007s",PASSED
setText,Firefox 56.0,rellenamos  el test Obect\r\n,2017-10-26 10:34:23,2017-10-26 10:34:29,"6,286s",PASSED
Statement - Adreca1 = new com.kms.katalon.core.testobject.TestObject(Adreca1),Firefox 56.0,Creamos un nuevo TestObject para el campo Adreca test 1\r\n,2017-10-26 10:34:29,2017-10-26 10:34:29,"0,002s",PASSED
"Statement - Adreca1.addProperty(""xpath"", EQUALS, ""//input[@id='userAddress1Field']"", true)",Firefox 56.0,Decimos que este testobject contiene la propiedad Xpath que nos interesa,2017-10-26 10:34:29,2017-10-26 10:34:29,"0,002s",PASSED
setText,Firefox 56.0,rellenamos  el test Obect\r\n,2017-10-26 10:34:29,2017-10-26 10:34:30,"0,995s",PASSED
Statement - Adreca2 = new com.kms.katalon.core.testobject.TestObject(Adreca2),Firefox 56.0,Creamos un nuevo TestObject para el campo Adreca test 2\r\n,2017-10-26 10:34:30,2017-10-26 10:34:30,"0,002s",PASSED
"Statement - Adreca2.addProperty(""xpath"", EQUALS, ""//input[@id='userAddress2Field']"", true)",Firefox 56.0,Decimos que este testobject contiene la propiedad Xpath que nos interesa,2017-10-26 10:34:30,2017-10-26 10:34:30,"0,006s",PASSED
setText,Firefox 56.0,rellenamos  el test Obect\r\n,2017-10-26 10:34:30,2017-10-26 10:34:31,"0,751s",PASSED
Statement - Compania = new com.kms.katalon.core.testobject.TestObject(Compania),Firefox 56.0,Creamos un nuevo TestObject para el campo Compania\r\n,2017-10-26 10:34:31,2017-10-26 10:34:31,"0,004s",PASSED
"Statement - Compania.addProperty(""xpath"", EQUALS, ""//input[@id='userCompanyField']"", true)",Firefox 56.0,Decimos que este testobject contiene la propiedad Xpath que nos interesa,2017-10-26 10:34:31,2017-10-26 10:34:31,"0,001s",PASSED
setText,Firefox 56.0,rellenamos  el test Obect\r\n,2017-10-26 10:34:31,2017-10-26 10:34:31,"0,750s",PASSED
Statement - Name = new com.kms.katalon.core.testobject.TestObject(Name),Firefox 56.0,Creamos un nuevo TestObject para el campo Name\r\n,2017-10-26 10:34:31,2017-10-26 10:34:31,"0,000s",PASSED
"Statement - Name.addProperty(""xpath"", EQUALS, ""//input[@id='userFirstNameField']"", true)",Firefox 56.0,Decimos que este testobject contiene la propiedad Xpath que nos interesa,2017-10-26 10:34:31,2017-10-26 10:34:31,"0,000s",PASSED
setText,Firefox 56.0,rellenamos  el test Obect\r\n,2017-10-26 10:34:31,2017-10-26 10:34:32,"0,710s",PASSED
Statement - Apellido = new com.kms.katalon.core.testobject.TestObject(Apellido),Firefox 56.0,Creamos un nuevo TestObject para el campo Apellido\r\n,2017-10-26 10:34:32,2017-10-26 10:34:32,"0,003s",PASSED
"Statement - Apellido.addProperty(""xpath"", EQUALS, ""//input[@id='userLastNameField']"", true)",Firefox 56.0,Decimos que este testobject contiene la propiedad Xpath que nos interesa,2017-10-26 10:34:32,2017-10-26 10:34:32,"0,002s",PASSED
setText,Firefox 56.0,rellenamos  el test Obect\r\n,2017-10-26 10:34:32,2017-10-26 10:34:33,"0,838s",PASSED
Statement - Pass = new com.kms.katalon.core.testobject.TestObject(Pass),Firefox 56.0,Creamos un nuevo TestObject para el campo password\r\n,2017-10-26 10:34:33,2017-10-26 10:34:33,"0,000s",PASSED
"Statement - Pass.addProperty(""xpath"", EQUALS, ""//input[@id='userPasswordField']"", true)",Firefox 56.0,Decimos que este testobject contiene la propiedad Xpath que nos interesa,2017-10-26 10:34:33,2017-10-26 10:34:33,"0,000s",PASSED
setText,Firefox 56.0,rellenamos  el test Obect\r\n,2017-10-26 10:34:33,2017-10-26 10:34:34,"0,845s",PASSED
Statement - CPass = new com.kms.katalon.core.testobject.TestObject(CPass),Firefox 56.0,Creamos un nuevo TestObject para el campo Confirma Password\r\n,2017-10-26 10:34:34,2017-10-26 10:34:34,"0,001s",PASSED
"Statement - CPass.addProperty(""xpath"", EQUALS, ""//input[@id='userRetypePasswordField']"", true)",Firefox 56.0,Decimos que este testobject contiene la propiedad Xpath que nos interesa,2017-10-26 10:34:34,2017-10-26 10:34:34,"0,001s",PASSED
setText,Firefox 56.0,rellenamos  el test Obect\r\n,2017-10-26 10:34:34,2017-10-26 10:34:35,"0,726s",PASSED
Statement - Phone = new com.kms.katalon.core.testobject.TestObject(Phone),Firefox 56.0,Creamos un nuevo TestObject para el campo Phone\r\n,2017-10-26 10:34:35,2017-10-26 10:34:35,"0,002s",PASSED
"Statement - Phone.addProperty(""xpath"", EQUALS, ""//input[@id='userPhoneField']"", true)",Firefox 56.0,Decimos que este testobject contiene la propiedad Xpath que nos interesa,2017-10-26 10:34:35,2017-10-26 10:34:35,"0,002s",PASSED
setText,Firefox 56.0,rellenamos  el test Obect\r\n,2017-10-26 10:34:35,2017-10-26 10:34:35,"0,598s",PASSED
Statement - TermsOfUse = new com.kms.katalon.core.testobject.TestObject(TermsOfUse),Firefox 56.0,Creamos un nuevo TestObject para el checkbox de Politicas y terminos de Uso\r\n,2017-10-26 10:34:35,2017-10-26 10:34:35,"0,002s",PASSED
"Statement - TermsOfUse.addProperty(""xpath"", EQUALS, ""//input[@type='checkbox'][@class='validate-required-check'][ancestor::form[@id='userForm']]"", true)",Firefox 56.0,Decimos que este testobject contiene la propiedad Xpath que nos interesa,2017-10-26 10:34:35,2017-10-26 10:34:35,"0,000s",PASSED
check,Firefox 56.0,checkeamos  el test Obect\r\n,2017-10-26 10:34:35,2017-10-26 10:34:36,"0,672s",PASSED
Statement - Country1 = new com.kms.katalon.core.testobject.TestObject(Country1),Firefox 56.0,Creamos un nuevo TestObject para el input 1 de Country\r\n,2017-10-26 10:34:36,2017-10-26 10:34:36,"0,002s",PASSED
"Statement - Country1.addProperty(""xpath"", EQUALS, ""//select[@id='userCountryField']"", true)",Firefox 56.0,Decimos que este testobject contiene la propiedad Xpath que nos interesa,2017-10-26 10:34:36,2017-10-26 10:34:36,"0,002s",PASSED
selectOptionByLabel,Firefox 56.0,Seleccionamos la opcion por valor  el test Obect\r\n,2017-10-26 10:34:36,2017-10-26 10:34:36,"0,514s",PASSED
Statement - Country2 = new com.kms.katalon.core.testobject.TestObject(Country2),Firefox 56.0,Creamos un nuevo TestObject para el input 2 de Country\r\n,2017-10-26 10:34:36,2017-10-26 10:34:36,"0,002s",PASSED
"Statement - Country2.addProperty(""xpath"", EQUALS, ""//div[contains(@class, 'countriesSelector')]/select"", true)",Firefox 56.0,Decimos que este testobject contiene la propiedad Xpath que nos interesa,2017-10-26 10:34:36,2017-10-26 10:34:36,"0,001s",PASSED
selectOptionByLabel,Firefox 56.0,Seleccionamos la opcion por valor  el test Obect\r\n,2017-10-26 10:34:36,2017-10-26 10:34:38,"1,175s",PASSED
Statement - TercerArea = new com.kms.katalon.core.testobject.TestObject(TercerArea),Firefox 56.0,Creamos un nuevo TestObject\r\n,2017-10-26 10:34:38,2017-10-26 10:34:38,"0,001s",PASSED
"Statement - TercerArea.addProperty(""xpath"", EQUALS, ""//div[contains(@class, 'countriesSelector')]/div/select"", true)",Firefox 56.0,Decimos que este tebobject contiene la propiedad Xpath que nos interesa,2017-10-26 10:34:38,2017-10-26 10:34:38,"0,001s",PASSED
selectOptionByLabel,Firefox 56.0,Seleccionamos el valor deseado\r\n,2017-10-26 10:34:38,2017-10-26 10:34:39,"1,641s",PASSED
Statement - CuartaArea = new com.kms.katalon.core.testobject.TestObject(CuartaArea),Firefox 56.0,Se repite Hasta...,2017-10-26 10:34:39,2017-10-26 10:34:39,"0,003s",PASSED
"Statement - CuartaArea.addProperty(""xpath"", EQUALS, ""//div[contains(@class, 'countriesSelector')]/div/div/select"", true)",Firefox 56.0,,2017-10-26 10:34:39,2017-10-26 10:34:39,"0,000s",PASSED
selectOptionByLabel,Firefox 56.0,,2017-10-26 10:34:39,2017-10-26 10:34:41,"1,538s",PASSED
Statement - QuintaArea = new com.kms.katalon.core.testobject.TestObject(QuintaArea),Firefox 56.0,,2017-10-26 10:34:41,2017-10-26 10:34:41,"0,000s",PASSED
"Statement - QuintaArea.addProperty(""xpath"", EQUALS, ""//div[contains(@class, 'countriesSelector')]/div/div/div/select"", true)",Firefox 56.0,,2017-10-26 10:34:41,2017-10-26 10:34:41,"0,003s",PASSED
selectOptionByLabel,Firefox 56.0,Aqui!,2017-10-26 10:34:41,2017-10-26 10:34:42,"1,602s",PASSED
Statement - Acabar = new com.kms.katalon.core.testobject.TestObject(Acabar),Firefox 56.0,Creamos un nuevo TestObject para el boton de acabado\r\n,2017-10-26 10:34:42,2017-10-26 10:34:42,"0,003s",PASSED
"Statement - Acabar.addProperty(""xpath"", EQUALS, ""//input[@id='saveUserButton']"", true)",Firefox 56.0,Decimos que este testobject contiene la propiedad Xpath que nos interesa,2017-10-26 10:34:42,2017-10-26 10:34:42,"0,001s",PASSED
click,Firefox 56.0,clickamos en el test Obect\r\n,2017-10-26 10:34:42,2017-10-26 10:34:43,"0,937s",PASSED
closeBrowser,Firefox 56.0,,2017-10-26 10:34:43,2017-10-26 10:34:45,"1,609s",PASSED
