Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
click,Firefox 56.0,clickamos en el testObject \r\n,2017-10-26 10:27:34,2017-10-26 10:27:36,"1,424s",PASSED
Statement - MyOrders = new com.kms.katalon.core.testobject.TestObject(MyOrders),Firefox 56.0,Creamos un nuevo TestObject para el link de MyOrders login\r\n,2017-10-26 10:27:36,2017-10-26 10:27:36,"0,000s",PASSED
"Statement - MyOrders.addProperty(""xpath"", EQUALS, ""//a[@class='userPanelLink userPanelOrdersLink'][@href='/user/orders']"", true)",Firefox 56.0,Decimos que este testobject contiene la propiedad Xpath que nos interesa,2017-10-26 10:27:36,2017-10-26 10:27:36,"0,000s",PASSED
click,Firefox 56.0,clickamos en el testObject \r\n,2017-10-26 10:27:36,2017-10-26 10:27:43,"6,965s",PASSED
Statement - miUrl = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getUrl(),Firefox 56.0,Guardamos la url donde se encunetra el navegador en la variable miUrl,2017-10-26 10:27:43,2017-10-26 10:27:49,"6,082s",PASSED
verifyMatch,Firefox 56.0,Comprovamos que el valor de miUrl es el esperado,2017-10-26 10:27:49,2017-10-26 10:27:49,"0,107s",PASSED
closeBrowser,Firefox 56.0,,2017-10-26 10:27:49,2017-10-26 10:27:50,"1,212s",PASSED
,,,,,,
Test Cases/logout,Firefox 56.0,,2017-10-26 10:27:50,2017-10-26 10:28:36,"46,063s",PASSED
openBrowser,Firefox 56.0,,2017-10-26 10:27:51,2017-10-26 10:28:13,"22,031s",PASSED
Statement - SignIn = new com.kms.katalon.core.testobject.TestObject(SignIn),Firefox 56.0,Creamos un nuevo TestObject para el boton Create Account\r\n,2017-10-26 10:28:13,2017-10-26 10:28:13,"0,000s",PASSED
"Statement - SignIn.addProperty(""xpath"", EQUALS, ""//a[contains(@href,'/user')][@title='Sign In']"", true)",Firefox 56.0,Decimos que este testobject contiene la propiedad Xpath que nos interesa,2017-10-26 10:28:13,2017-10-26 10:28:13,"0,000s",PASSED
click,Firefox 56.0,clickamos en el test Obect\r\n,2017-10-26 10:28:13,2017-10-26 10:28:14,"0,978s",PASSED
Statement - mail = new com.kms.katalon.core.testobject.TestObject(mail),Firefox 56.0,Creamos un nuevo TestObject para el input Email en la pagina de login\r\n,2017-10-26 10:28:14,2017-10-26 10:28:14,"0,002s",PASSED
"Statement - mail.addProperty(""xpath"", EQUALS, ""//input[@id='smallLoginEmailField']"", true)",Firefox 56.0,Decimos que este testobject contiene la propiedad Xpath que nos interesa,2017-10-26 10:28:14,2017-10-26 10:28:14,"0,001s",PASSED
setText,Firefox 56.0,rellenamos en el test Obect email con la variable global mailGlobal\r\n,2017-10-26 10:28:14,2017-10-26 10:28:21,"6,686s",PASSED
Statement - Pass = new com.kms.katalon.core.testobject.TestObject(Pass),Firefox 56.0,Creamos un nuevo TestObject para el input Password en la pagina de login\r\n,2017-10-26 10:28:21,2017-10-26 10:28:21,"0,002s",PASSED
"Statement - Pass.addProperty(""xpath"", EQUALS, ""//input[@id='smallLoginPasswordField']"", true)",Firefox 56.0,Decimos que este testobject contiene la propiedad Xpath que nos interesa,2017-10-26 10:28:21,2017-10-26 10:28:21,"0,002s",PASSED
setText,Firefox 56.0,rellenamos en el test Obect pass con el pass que solemos usar: pass1\r\n,2017-10-26 10:28:21,2017-10-26 10:28:22,"0,854s",PASSED
Statement - Enter = new com.kms.katalon.core.testobject.TestObject(Enter),Firefox 56.0,Creamos un nuevo TestObject para el boton de Enter login\r\n,2017-10-26 10:28:22,2017-10-26 10:28:22,"0,002s",PASSED
"Statement - Enter.addProperty(""xpath"", EQUALS, ""//input[@id='smallLoginSubmit']"", true)",Firefox 56.0,Decimos que este testobject contiene la propiedad Xpath que nos interesa,2017-10-26 10:28:22,2017-10-26 10:28:22,"0,002s",PASSED
click,Firefox 56.0,clickamos en el testObject \r\n,2017-10-26 10:28:22,2017-10-26 10:28:23,"0,885s",PASSED
Statement - LogOut = new com.kms.katalon.core.testobject.TestObject(LogOut),Firefox 56.0,Creamos un nuevo TestObject para el link de LogOut login\r\n,2017-10-26 10:28:23,2017-10-26 10:28:23,"0,000s",PASSED
"Statement - LogOut.addProperty(""xpath"", EQUALS, ""//a[@class='userPanelLink userPanelLogoutLink'][@href='/logout']"", true)",Firefox 56.0,Decimos que este testobject contiene la propiedad Xpath que nos interesa,2017-10-26 10:28:23,2017-10-26 10:28:23,"0,004s",PASSED
click,Firefox 56.0,clickamos en el testObject \r\n,2017-10-26 10:28:23,2017-10-26 10:28:29,"6,552s",PASSED
Statement - miUrl = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getUrl(),Firefox 56.0,Guardamos la url donde se encunetra el navegador en la variable miUrl,2017-10-26 10:28:29,2017-10-26 10:28:35,"6,220s",PASSED
verifyMatch,Firefox 56.0,Comprovamos que el valor de miUrl es el esperado,2017-10-26 10:28:35,2017-10-26 10:28:35,"0,005s",PASSED
closeBrowser,Firefox 56.0,,2017-10-26 10:28:35,2017-10-26 10:28:36,"0,885s",PASSED
,,,,,,
Test Cases/Delete,Firefox 56.0,,2017-10-26 10:28:36,2017-10-26 10:29:29,"52,158s",PASSED
openBrowser,Firefox 56.0,,2017-10-26 10:28:37,2017-10-26 10:28:58,"21,400s",PASSED
Statement - SignIn = new com.kms.katalon.core.testobject.TestObject(SignIn),Firefox 56.0,Creamos un nuevo TestObject para el boton Create Account\r\n,2017-10-26 10:28:58,2017-10-26 10:28:58,"0,002s",PASSED
"Statement - SignIn.addProperty(""xpath"", EQUALS, ""//a[contains(@href,'/user')][@title='Sign In']"", true)",Firefox 56.0,Decimos que este testobject contiene la propiedad Xpath que nos interesa,2017-10-26 10:28:58,2017-10-26 10:28:58,"0,002s",PASSED
click,Firefox 56.0,clickamos en el test Obect\r\n,2017-10-26 10:28:58,2017-10-26 10:28:59,"1,003s",PASSED
Statement - mail = new com.kms.katalon.core.testobject.TestObject(mail),Firefox 56.0,Creamos un nuevo TestObject para el input Email en la pagina de login\r\n,2017-10-26 10:28:59,2017-10-26 10:28:59,"0,000s",PASSED
"Statement - mail.addProperty(""xpath"", EQUALS, ""//input[@id='smallLoginEmailField']"", true)",Firefox 56.0,Decimos que este testobject contiene la propiedad Xpath que nos interesa,2017-10-26 10:29:00,2017-10-26 10:29:00,"0,002s",PASSED
setText,Firefox 56.0,rellenamos en el test Obect email con la variable global mailGlobal\r\n,2017-10-26 10:29:00,2017-10-26 10:29:07,"7,158s",PASSED
Statement - Pass = new com.kms.katalon.core.testobject.TestObject(Pass),Firefox 56.0,Creamos un nuevo TestObject para el input Password en la pagina de login\r\n,2017-10-26 10:29:07,2017-10-26 10:29:07,"0,003s",PASSED
"Statement - Pass.addProperty(""xpath"", EQUALS, ""//input[@id='smallLoginPasswordField']"", true)",Firefox 56.0,Decimos que este testobject contiene la propiedad Xpath que nos interesa,2017-10-26 10:29:07,2017-10-26 10:29:07,"0,001s",PASSED
setText,Firefox 56.0,rellenamos en el test Obect pass con el pass que solemos usar: pass1\r\n,2017-10-26 10:29:07,2017-10-26 10:29:07,"0,475s",PASSED
Statement - Enter = new com.kms.katalon.core.testobject.TestObject(Enter),Firefox 56.0,Creamos un nuevo TestObject para el boton de Enter login\r\n,2017-10-26 10:29:07,2017-10-26 10:29:07,"0,001s",PASSED
"Statement - Enter.addProperty(""xpath"", EQUALS, ""//input[@id='smallLoginSubmit']"", true)",Firefox 56.0,Decimos que este testobject contiene la propiedad Xpath que nos interesa,2017-10-26 10:29:07,2017-10-26 10:29:07,"0,002s",PASSED
click,Firefox 56.0,clickamos en el testObject \r\n,2017-10-26 10:29:07,2017-10-26 10:29:08,"0,734s",PASSED
Statement - Delete = new com.kms.katalon.core.testobject.TestObject(Delete),Firefox 56.0,Creamos un nuevo TestObject para el link de Delete Account login\r\n,2017-10-26 10:29:08,2017-10-26 10:29:08,"0,001s",PASSED
"Statement - Delete.addProperty(""xpath"", EQUALS, ""//a[@class='userPanelLink userPanelDeleteAccountLink'][@href='/user/deleteAccount']"", true)",Firefox 56.0,Decimos que este testobject contiene la propiedad Xpath que nos interesa,2017-10-26 10:29:08,2017-10-26 10:29:08,"0,000s",PASSED
click,Firefox 56.0,clickamos en el testObject \r\n,2017-10-26 10:29:08,2017-10-26 10:29:15,"6,953s",PASSED
Statement - Pass = new com.kms.katalon.core.testobject.TestObject(Pass),Firefox 56.0,Creamos un nuevo TestObject para el campo password \r\n,2017-10-26 10:29:15,2017-10-26 10:29:15,"0,001s",PASSED
"Statement - Pass.addProperty(""xpath"", EQUALS, ""//input[@type='password'][@class='form-control formField deleteAccountField required']"", true)",Firefox 56.0,Decimos que este testobject contiene la propiedad Xpath que nos interesa,2017-10-26 10:29:15,2017-10-26 10:29:15,"0,001s",PASSED
setText,Firefox 56.0,rellenamos  el test con la pass habitual: pass1 Obect\r\n,2017-10-26 10:29:15,2017-10-26 10:29:21,"6,368s",PASSED
Statement - BtnDelete = new com.kms.katalon.core.testobject.TestObject(BtnDelete),Firefox 56.0,Creamos un nuevo TestObject para el Boton de confirmacion de eliminacion \r\n,2017-10-26 10:29:21,2017-10-26 10:29:21,"0,001s",PASSED
"Statement - BtnDelete.addProperty(""xpath"", EQUALS, ""//input[@id='deleteAccountSubmit']"", true)",Firefox 56.0,Decimos que este testobject contiene la propiedad Xpath que nos interesa,2017-10-26 10:29:21,2017-10-26 10:29:21,"0,001s",PASSED
click,Firefox 56.0,Clickamos  el test Obect\r\n,2017-10-26 10:29:21,2017-10-26 10:29:22,"0,654s",PASSED
delay,Firefox 56.0,,2017-10-26 10:29:22,2017-10-26 10:29:25,"3,037s",PASSED
Statement - miUrl = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getUrl(),Firefox 56.0,Guardamos la url donde se encunetra el navegador en la variable miUrl,2017-10-26 10:29:25,2017-10-26 10:29:29,"3,594s",PASSED
verifyMatch,Firefox 56.0,Comprovamos que el valor de miUrl es el esperado,2017-10-26 10:29:29,2017-10-26 10:29:29,"0,003s",PASSED
