Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
setText,Firefox 56.0,rellenamos  el test Obect\r\n,2017-10-28 11:17:47,2017-10-28 11:17:48,"0,962s",PASSED
Statement - TermsOfUse = new com.kms.katalon.core.testobject.TestObject(TermsOfUse),Firefox 56.0,Creamos un nuevo TestObject para el checkbox de Politicas y terminos de Uso\r\n,2017-10-28 11:17:48,2017-10-28 11:17:48,"0,001s",PASSED
"Statement - TermsOfUse.addProperty(""xpath"", EQUALS, ""//input[@type='checkbox'][@class='validate-required-check'][ancestor::form[@id='userForm']]"", true)",Firefox 56.0,Decimos que este testobject contiene la propiedad Xpath que nos interesa,2017-10-28 11:17:48,2017-10-28 11:17:48,"0,001s",PASSED
check,Firefox 56.0,checkeamos  el test Obect\r\n,2017-10-28 11:17:48,2017-10-28 11:17:49,"0,970s",PASSED
Statement - Country1 = new com.kms.katalon.core.testobject.TestObject(Country1),Firefox 56.0,Creamos un nuevo TestObject para el input 1 de Country\r\n,2017-10-28 11:17:49,2017-10-28 11:17:49,"0,003s",PASSED
"Statement - Country1.addProperty(""xpath"", EQUALS, ""//select[@id='userCountryField']"", true)",Firefox 56.0,Decimos que este testobject contiene la propiedad Xpath que nos interesa,2017-10-28 11:17:49,2017-10-28 11:17:49,"0,002s",PASSED
selectOptionByLabel,Firefox 56.0,Seleccionamos la opcion por valor  el test Obect\r\n,2017-10-28 11:17:49,2017-10-28 11:17:49,"0,682s",PASSED
Statement - Country2 = new com.kms.katalon.core.testobject.TestObject(Country2),Firefox 56.0,Creamos un nuevo TestObject para el input 2 de Country\r\n,2017-10-28 11:17:49,2017-10-28 11:17:49,"0,001s",PASSED
"Statement - Country2.addProperty(""xpath"", EQUALS, ""//div[contains(@class, 'countriesSelector')]/select"", true)",Firefox 56.0,Decimos que este testobject contiene la propiedad Xpath que nos interesa,2017-10-28 11:17:49,2017-10-28 11:17:49,"0,000s",PASSED
selectOptionByLabel,Firefox 56.0,Seleccionamos la opcion por valor  el test Obect\r\n,2017-10-28 11:17:49,2017-10-28 11:17:51,"1,415s",PASSED
Statement - TercerArea = new com.kms.katalon.core.testobject.TestObject(TercerArea),Firefox 56.0,Creamos un nuevo TestObject\r\n,2017-10-28 11:17:51,2017-10-28 11:17:51,"0,001s",PASSED
"Statement - TercerArea.addProperty(""xpath"", EQUALS, ""//div[contains(@class, 'countriesSelector')]/div/select"", true)",Firefox 56.0,Decimos que este tebobject contiene la propiedad Xpath que nos interesa,2017-10-28 11:17:51,2017-10-28 11:17:51,"0,001s",PASSED
selectOptionByLabel,Firefox 56.0,Seleccionamos el valor deseado\r\n,2017-10-28 11:17:51,2017-10-28 11:17:52,"1,650s",PASSED
Statement - CuartaArea = new com.kms.katalon.core.testobject.TestObject(CuartaArea),Firefox 56.0,Se repite Hasta...,2017-10-28 11:17:52,2017-10-28 11:17:52,"0,003s",PASSED
"Statement - CuartaArea.addProperty(""xpath"", EQUALS, ""//div[contains(@class, 'countriesSelector')]/div/div/select"", true)",Firefox 56.0,,2017-10-28 11:17:52,2017-10-28 11:17:52,"0,002s",PASSED
selectOptionByLabel,Firefox 56.0,,2017-10-28 11:17:52,2017-10-28 11:17:54,"1,545s",PASSED
Statement - QuintaArea = new com.kms.katalon.core.testobject.TestObject(QuintaArea),Firefox 56.0,,2017-10-28 11:17:54,2017-10-28 11:17:54,"0,000s",PASSED
"Statement - QuintaArea.addProperty(""xpath"", EQUALS, ""//div[contains(@class, 'countriesSelector')]/div/div/div/select"", true)",Firefox 56.0,,2017-10-28 11:17:54,2017-10-28 11:17:54,"0,001s",PASSED
selectOptionByLabel,Firefox 56.0,Aqui!,2017-10-28 11:17:54,2017-10-28 11:17:56,"1,900s",PASSED
Statement - Acabar = new com.kms.katalon.core.testobject.TestObject(Acabar),Firefox 56.0,Creamos un nuevo TestObject para el boton de acabado\r\n,2017-10-28 11:17:56,2017-10-28 11:17:56,"0,000s",PASSED
"Statement - Acabar.addProperty(""xpath"", EQUALS, ""//input[@id='saveUserButton']"", true)",Firefox 56.0,Decimos que este testobject contiene la propiedad Xpath que nos interesa,2017-10-28 11:17:56,2017-10-28 11:17:56,"0,000s",PASSED
click,Firefox 56.0,clickamos en el test Obect\r\n,2017-10-28 11:17:56,2017-10-28 11:17:56,"0,602s",PASSED
closeBrowser,Firefox 56.0,,2017-10-28 11:17:56,2017-10-28 11:17:58,"1,384s",PASSED
